         10x5M-LH                 (10x5M-LH.dat)
         v2022-0915
         Simulation Date: 06/12/2024

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        0.00      0.0000      0.0000      0.1032      0.0372       0.084       7.540      13.144      62.447       0.852      58.462      95.466       30.54     113603.    0.7111
        0.15      0.0231      0.0623      0.1014      0.0376       0.085       7.615      12.914      63.064       0.860      57.443      92.884       30.54     113683.    0.6858
        0.31      0.0461      0.1211      0.0995      0.0379       0.085       7.682      12.669      63.621       0.868      56.353      90.323       30.55     113769.    0.6605
        0.46      0.0692      0.1766      0.0974      0.0382       0.086       7.740      12.408      64.103       0.874      55.189      87.791       30.55     113861.    0.6353
        0.61      0.0923      0.2287      0.0952      0.0384       0.086       7.787      12.128      64.494       0.880      53.945      85.293       30.56     113960.    0.6103
        0.76      0.1154      0.2777      0.0929      0.0386       0.087       7.822      11.829      64.777       0.884      52.617      82.829       30.56     114065.    0.5853
        0.92      0.1384      0.3235      0.0904      0.0387       0.087       7.840      11.510      64.931       0.886      51.198      80.404       30.57     114177.    0.5604
        1.07      0.1615      0.3662      0.0877      0.0387       0.087       7.841      11.170      64.938       0.886      49.684      78.018       30.58     114297.    0.5357
        1.22      0.1846      0.4059      0.0848      0.0386       0.087       7.821      10.807      64.776       0.884      48.069      75.672       30.60     114423.    0.5111
        1.38      0.2076      0.4427      0.0818      0.0384       0.086       7.779      10.421      64.428       0.879      46.353      73.365       30.61     114557.    0.4866
        1.53      0.2307      0.4767      0.0786      0.0381       0.086       7.714      10.014      63.884       0.871      44.541      71.096       30.63     114698.    0.4622
        1.68      0.2538      0.5079      0.0753      0.0376       0.085       7.624       9.586      63.139       0.861      42.638      68.862       30.64     114847.    0.4380
        1.84      0.2769      0.5363      0.0718      0.0370       0.083       7.509       9.140      62.189       0.848      40.653      66.658       30.66     115003.    0.4140
        1.99      0.2999      0.5620      0.0681      0.0364       0.082       7.369       8.676      61.032       0.833      38.590      64.477       30.68     115168.    0.3902
        2.14      0.3230      0.5849      0.0644      0.0355       0.080       7.204       8.196      59.663       0.814      36.457      62.310       30.70     115340.    0.3665
        2.29      0.3461      0.6049      0.0605      0.0346       0.078       7.013       7.702      58.078       0.792      34.257      60.147       30.73     115520.    0.3429
        2.45      0.3692      0.6220      0.0565      0.0335       0.075       6.795       7.193      56.273       0.768      31.994      57.977       30.75     115708.    0.3195
        2.60      0.3922      0.6358      0.0524      0.0323       0.073       6.550       6.671      54.244       0.740      29.674      55.784       30.78     115904.    0.2960
        2.75      0.4153      0.6463      0.0482      0.0310       0.070       6.277       6.138      51.987       0.709      27.301      53.550       30.81     116109.    0.2726
        2.91      0.4384      0.6529      0.0439      0.0295       0.066       5.977       5.593      49.498       0.675      24.878      51.250       30.84     116322.    0.2490
        3.06      0.4614      0.6551      0.0396      0.0279       0.063       5.648       5.038      46.776       0.638      22.410      48.853       30.87     116543.    0.2253
        3.21      0.4845      0.6521      0.0351      0.0261       0.059       5.291       4.474      43.817       0.598      19.901      46.315       30.90     116773.    0.2013
        3.36      0.5076      0.6427      0.0306      0.0242       0.054       4.905       3.903      40.623       0.554      17.359      43.575       30.94     117011.    0.1769
        3.52      0.5307      0.6252      0.0261      0.0222       0.050       4.491       3.325      37.195       0.507      14.789      40.544       30.98     117258.    0.1519
        3.67      0.5537      0.5968      0.0215      0.0200       0.045       4.050       2.743      33.540       0.458      12.199      37.089       31.01     117513.    0.1262
        3.82      0.5768      0.5531      0.0169      0.0177       0.040       3.582       2.158      29.665       0.405       9.599      32.995       31.05     117777.    0.0996
        3.98      0.5999      0.4863      0.0124      0.0152       0.034       3.089       1.573      25.582       0.349       6.998      27.895       31.10     118049.    0.0719
        4.13      0.6229      0.3818      0.0078      0.0127       0.029       2.572       0.990      21.304       0.291       4.406      21.088       31.14     118330.    0.0431
        4.28      0.6460      0.2073      0.0032      0.0100       0.023       2.032       0.410      16.830       0.230       1.822      11.041       31.18     118615.    0.0145
        4.44      0.6691



         PROP RPM =        800

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1032      0.0367       0.123       9.710      17.173      91.906       1.097      76.385      84.751       34.91     129832.    0.7216
        0.17      0.0228      0.0626      0.1014      0.0370       0.124       9.808      16.877      92.831       1.108      75.069      82.461       34.91     129923.    0.6960
        0.35      0.0457      0.1217      0.0995      0.0374       0.126       9.896      16.561      93.668       1.118      73.662      80.192       34.91     130020.    0.6705
        0.52      0.0685      0.1774      0.0975      0.0377       0.127       9.973      16.223      94.395       1.127      72.159      77.951       34.91     130124.    0.6450
        0.69      0.0914      0.2299      0.0953      0.0379       0.127      10.036      15.862      94.990       1.134      70.555      75.740       34.92     130235.    0.6198
        0.87      0.1142      0.2791      0.0930      0.0381       0.128      10.082      15.477      95.428       1.139      68.843      73.564       34.93     130354.    0.5946
        1.04      0.1371      0.3251      0.0906      0.0382       0.128      10.109      15.066      95.680       1.142      67.016      71.422       34.94     130481.    0.5696
        1.21      0.1599      0.3682      0.0879      0.0382       0.128      10.113      14.628      95.717       1.143      65.066      69.318       34.95     130615.    0.5447
        1.38      0.1828      0.4082      0.0851      0.0381       0.128      10.091      14.161      95.508       1.140      62.988      67.251       34.97     130757.    0.5199
        1.56      0.2056      0.4454      0.0821      0.0379       0.127      10.040      13.665      95.029       1.134      60.781      65.221       34.98     130908.    0.4953
        1.73      0.2285      0.4797      0.0790      0.0376       0.126       9.959      13.140      94.263       1.125      58.449      63.228       35.00     131067.    0.4709
        1.90      0.2513      0.5114      0.0757      0.0372       0.125       9.847      12.590      93.203       1.113      56.000      61.269       35.02     131235.    0.4466
        2.08      0.2741      0.5403      0.0722      0.0366       0.123       9.703      12.015      91.842       1.096      53.445      59.339       35.04     131411.    0.4226
        2.25      0.2970      0.5665      0.0686      0.0360       0.121       9.527      11.419      90.176       1.076      50.790      57.434       35.06     131596.    0.3987
        2.42      0.3198      0.5900      0.0649      0.0352       0.118       9.319      10.801      88.199       1.053      48.043      55.545       35.09     131789.    0.3750
        2.60      0.3427      0.6108      0.0611      0.0343       0.115       9.076      10.164      85.906       1.025      45.210      53.665       35.11     131992.    0.3515
        2.77      0.3655      0.6287      0.0572      0.0332       0.112       8.800       9.509      83.290       0.994      42.298      51.784       35.14     132203.    0.3281
        2.94      0.3884      0.6435      0.0531      0.0321       0.108       8.489       8.838      80.345       0.959      39.310      49.891       35.17     132424.    0.3047
        3.12      0.4112      0.6551      0.0490      0.0308       0.103       8.142       8.150      77.065       0.920      36.253      47.970       35.20     132654.    0.2814
        3.29      0.4341      0.6632      0.0448      0.0293       0.098       7.760       7.449      73.445       0.877      33.132      46.001       35.24     132893.    0.2579
        3.46      0.4569      0.6671      0.0405      0.0277       0.093       7.341       6.734      69.479       0.829      29.952      43.960       35.27     133142.    0.2344
        3.63      0.4798      0.6662      0.0361      0.0260       0.087       6.885       6.007      65.167       0.778      26.720      41.811       35.31     133400.    0.2105
        3.81      0.5026      0.6595      0.0317      0.0241       0.081       6.393       5.270      60.507       0.722      23.443      39.508       35.35     133667.    0.1863
        3.98      0.5254      0.6453      0.0272      0.0221       0.074       5.864       4.525      55.503       0.663      20.128      36.980       35.39     133944.    0.1616
